country_name,iso3_code_x,indicator,year,coverage_value,iso3_code_y,births_2022,u5mr_status
Russian Federation,RUS,MNCH_SAB,2021,99.7,RUS,1392.819,on_track
Russian Federation,RUS,MNCH_SAB,2022,99.7,RUS,1599.561,on_track
Russian Federation,RUS,MNCH_SAB,2022,99.7,RUS,1481.525,on_track
Russian Federation,RUS,MNCH_SAB,2022,99.7,RUS,1432.696,on_track
Russian Federation,RUS,MNCH_SAB,2022,99.7,RUS,1392.819,on_track
Rwanda,RWA,MNCH_ANC4,2020,47.2,RWA,379.905,off_track
Rwanda,RWA,MNCH_ANC4,2020,47.2,RWA,384.607,off_track
Rwanda,RWA,MNCH_ANC4,2020,47.2,RWA,388.064,off_track
Rwanda,RWA,MNCH_ANC4,2020,47.2,RWA,393.445,off_track
Rwanda,RWA,MNCH_SAB,2020,94.2,RWA,379.905,off_track
Rwanda,RWA,MNCH_SAB,2020,94.2,RWA,384.607,off_track
Rwanda,RWA,MNCH_SAB,2020,94.2,RWA,388.064,off_track
Rwanda,RWA,MNCH_SAB,2020,94.2,RWA,393.445,off_track
Saint Kitts and Nevis,KNA,MNCH_SAB,2018,100.0,KNA,0.614,on_track
Saint Kitts and Nevis,KNA,MNCH_SAB,2018,100.0,KNA,0.602,on_track
Saint Kitts and Nevis,KNA,MNCH_SAB,2018,100.0,KNA,0.589,on_track
Saint Kitts and Nevis,KNA,MNCH_SAB,2018,100.0,KNA,0.574,on_track
Saint Kitts and Nevis,KNA,MNCH_SAB,2019,100.0,KNA,0.614,on_track
Saint Kitts and Nevis,KNA,MNCH_SAB,2019,100.0,KNA,0.602,on_track
Saint Kitts and Nevis,KNA,MNCH_SAB,2019,100.0,KNA,0.589,on_track
Saint Kitts and Nevis,KNA,MNCH_SAB,2019,100.0,KNA,0.574,on_track
Saint Kitts and Nevis,KNA,MNCH_SAB,2020,100.0,KNA,0.614,on_track
Saint Kitts and Nevis,KNA,MNCH_SAB,2020,100.0,KNA,0.602,on_track
Saint Kitts and Nevis,KNA,MNCH_SAB,2020,100.0,KNA,0.589,on_track
Saint Kitts and Nevis,KNA,MNCH_SAB,2020,100.0,KNA,0.574,on_track
Saint Kitts and Nevis,KNA,MNCH_SAB,2021,100.0,KNA,0.614,on_track
Saint Kitts and Nevis,KNA,MNCH_SAB,2021,100.0,KNA,0.602,on_track
Saint Kitts and Nevis,KNA,MNCH_SAB,2021,100.0,KNA,0.589,on_track
Saint Kitts and Nevis,KNA,MNCH_SAB,2021,100.0,KNA,0.574,on_track
Saint Lucia,LCA,MNCH_SAB,2018,100.0,LCA,2.109,on_track
Saint Lucia,LCA,MNCH_SAB,2018,100.0,LCA,2.091,on_track
Saint Lucia,LCA,MNCH_SAB,2018,100.0,LCA,2.069,on_track
Saint Lucia,LCA,MNCH_SAB,2018,100.0,LCA,2.043,on_track
Saint Lucia,LCA,MNCH_SAB,2019,100.0,LCA,2.109,on_track
Saint Lucia,LCA,MNCH_SAB,2019,100.0,LCA,2.091,on_track
Saint Lucia,LCA,MNCH_SAB,2019,100.0,LCA,2.069,on_track
Saint Lucia,LCA,MNCH_SAB,2019,100.0,LCA,2.043,on_track
Saint Lucia,LCA,MNCH_SAB,2020,100.0,LCA,2.109,on_track
Saint Lucia,LCA,MNCH_SAB,2020,100.0,LCA,2.091,on_track
Saint Lucia,LCA,MNCH_SAB,2020,100.0,LCA,2.069,on_track
Saint Lucia,LCA,MNCH_SAB,2020,100.0,LCA,2.043,on_track
Saint Lucia,LCA,MNCH_SAB,2021,100.0,LCA,2.109,on_track
Saint Lucia,LCA,MNCH_SAB,2021,100.0,LCA,2.091,on_track
Saint Lucia,LCA,MNCH_SAB,2021,100.0,LCA,2.069,on_track
Saint Lucia,LCA,MNCH_SAB,2021,100.0,LCA,2.043,on_track
Saint Vincent and the Grenadines,VCT,MNCH_SAB,2018,99.5,VCT,1.432,on_track
Saint Vincent and the Grenadines,VCT,MNCH_SAB,2018,99.5,VCT,1.39,on_track
Saint Vincent and the Grenadines,VCT,MNCH_SAB,2018,99.5,VCT,1.355,on_track
Saint Vincent and the Grenadines,VCT,MNCH_SAB,2018,99.5,VCT,1.334,on_track
Saint Vincent and the Grenadines,VCT,MNCH_SAB,2019,99.5,VCT,1.432,on_track
Saint Vincent and the Grenadines,VCT,MNCH_SAB,2019,99.5,VCT,1.39,on_track
Saint Vincent and the Grenadines,VCT,MNCH_SAB,2019,99.5,VCT,1.355,on_track
Saint Vincent and the Grenadines,VCT,MNCH_SAB,2019,99.5,VCT,1.334,on_track
Saint Vincent and the Grenadines,VCT,MNCH_SAB,2020,98.1,VCT,1.432,on_track
Saint Vincent and the Grenadines,VCT,MNCH_SAB,2020,98.1,VCT,1.39,on_track
Saint Vincent and the Grenadines,VCT,MNCH_SAB,2020,98.1,VCT,1.355,on_track
Saint Vincent and the Grenadines,VCT,MNCH_SAB,2020,98.1,VCT,1.334,on_track
Saint Vincent and the Grenadines,VCT,MNCH_SAB,2021,99.0,VCT,1.432,on_track
Saint Vincent and the Grenadines,VCT,MNCH_SAB,2021,99.0,VCT,1.39,on_track
Saint Vincent and the Grenadines,VCT,MNCH_SAB,2021,99.0,VCT,1.355,on_track
Saint Vincent and the Grenadines,VCT,MNCH_SAB,2021,99.0,VCT,1.334,on_track
Samoa,WSM,MNCH_ANC4,2020,69.8,WSM,5.878,on_track
Samoa,WSM,MNCH_ANC4,2020,69.8,WSM,5.866,on_track
Samoa,WSM,MNCH_ANC4,2020,69.8,WSM,5.877,on_track
Samoa,WSM,MNCH_ANC4,2020,69.8,WSM,5.901,on_track
Samoa,WSM,MNCH_ANC4,2021,69.8,WSM,5.878,on_track
Samoa,WSM,MNCH_ANC4,2021,69.8,WSM,5.866,on_track
Samoa,WSM,MNCH_ANC4,2021,69.8,WSM,5.877,on_track
Samoa,WSM,MNCH_ANC4,2021,69.8,WSM,5.901,on_track
Samoa,WSM,MNCH_SAB,2020,88.9,WSM,5.878,on_track
Samoa,WSM,MNCH_SAB,2020,88.9,WSM,5.866,on_track
Samoa,WSM,MNCH_SAB,2020,88.9,WSM,5.877,on_track
Samoa,WSM,MNCH_SAB,2020,88.9,WSM,5.901,on_track
Sao Tome and Principe,STP,MNCH_SAB,2019,96.8,STP,6.19,on_track
Sao Tome and Principe,STP,MNCH_SAB,2019,96.8,STP,6.157,on_track
Sao Tome and Principe,STP,MNCH_SAB,2019,96.8,STP,6.149,on_track
Sao Tome and Principe,STP,MNCH_SAB,2019,96.8,STP,6.251,on_track
Saudi Arabia,SAU,MNCH_ANC4,2019,79.7,SAU,648.937,on_track
Saudi Arabia,SAU,MNCH_ANC4,2019,79.7,SAU,655.318,on_track
Saudi Arabia,SAU,MNCH_ANC4,2019,79.7,SAU,662.503,on_track
Saudi Arabia,SAU,MNCH_ANC4,2019,79.7,SAU,626.222,on_track
Saudi Arabia,SAU,MNCH_SAB,2018,99.4,SAU,648.937,on_track
Saudi Arabia,SAU,MNCH_SAB,2018,99.4,SAU,655.318,on_track
Saudi Arabia,SAU,MNCH_SAB,2018,99.4,SAU,662.503,on_track
Saudi Arabia,SAU,MNCH_SAB,2018,99.4,SAU,626.222,on_track
Saudi Arabia,SAU,MNCH_SAB,2019,94.8,SAU,648.937,on_track
Saudi Arabia,SAU,MNCH_SAB,2019,94.8,SAU,655.318,on_track
Saudi Arabia,SAU,MNCH_SAB,2019,94.8,SAU,662.503,on_track
Saudi Arabia,SAU,MNCH_SAB,2019,94.8,SAU,626.222,on_track
Senegal,SEN,MNCH_ANC4,2018,58.5,SEN,516.636,off_track
Senegal,SEN,MNCH_ANC4,2018,58.5,SEN,523.61,off_track
Senegal,SEN,MNCH_ANC4,2018,58.5,SEN,531.119,off_track
Senegal,SEN,MNCH_ANC4,2018,58.5,SEN,538.096,off_track
Senegal,SEN,MNCH_ANC4,2019,55.5,SEN,516.636,off_track
Senegal,SEN,MNCH_ANC4,2019,55.5,SEN,523.61,off_track
Senegal,SEN,MNCH_ANC4,2019,55.5,SEN,531.119,off_track
Senegal,SEN,MNCH_ANC4,2019,55.5,SEN,538.096,off_track
Senegal,SEN,MNCH_ANC4,2021,29.2,SEN,516.636,off_track
Senegal,SEN,MNCH_ANC4,2021,29.2,SEN,523.61,off_track
Senegal,SEN,MNCH_ANC4,2021,29.2,SEN,531.119,off_track
Senegal,SEN,MNCH_ANC4,2021,29.2,SEN,538.096,off_track
Senegal,SEN,MNCH_SAB,2018,74.2,SEN,516.636,off_track
Senegal,SEN,MNCH_SAB,2018,74.2,SEN,523.61,off_track
Senegal,SEN,MNCH_SAB,2018,74.2,SEN,531.119,off_track
Senegal,SEN,MNCH_SAB,2018,74.2,SEN,538.096,off_track
Senegal,SEN,MNCH_SAB,2019,74.5,SEN,516.636,off_track
Senegal,SEN,MNCH_SAB,2019,74.5,SEN,523.61,off_track
Senegal,SEN,MNCH_SAB,2019,74.5,SEN,531.119,off_track
Senegal,SEN,MNCH_SAB,2019,74.5,SEN,538.096,off_track
Serbia,SRB,MNCH_ANC4,2019,96.6,SRB,69.115,on_track
Serbia,SRB,MNCH_ANC4,2019,96.6,SRB,69.404,on_track
Serbia,SRB,MNCH_ANC4,2019,96.6,SRB,68.298,on_track
Serbia,SRB,MNCH_ANC4,2019,96.6,SRB,67.352,on_track
Serbia,SRB,MNCH_SAB,2019,99.9,SRB,69.115,on_track
Serbia,SRB,MNCH_SAB,2019,99.9,SRB,69.404,on_track
Serbia,SRB,MNCH_SAB,2019,99.9,SRB,68.298,on_track
Serbia,SRB,MNCH_SAB,2019,99.9,SRB,67.352,on_track
Seychelles,SYC,MNCH_SAB,2019,98.8,SYC,1.716,on_track
Seychelles,SYC,MNCH_SAB,2019,98.8,SYC,1.686,on_track
Seychelles,SYC,MNCH_SAB,2019,98.8,SYC,1.651,on_track
Seychelles,SYC,MNCH_SAB,2019,98.8,SYC,1.625,on_track
Seychelles,SYC,MNCH_SAB,2020,99.5,SYC,1.716,on_track
Seychelles,SYC,MNCH_SAB,2020,99.5,SYC,1.686,on_track
Seychelles,SYC,MNCH_SAB,2020,99.5,SYC,1.651,on_track
Seychelles,SYC,MNCH_SAB,2020,99.5,SYC,1.625,on_track
Seychelles,SYC,MNCH_SAB,2021,99.0,SYC,1.716,on_track
Seychelles,SYC,MNCH_SAB,2021,99.0,SYC,1.686,on_track
Seychelles,SYC,MNCH_SAB,2021,99.0,SYC,1.651,on_track
Seychelles,SYC,MNCH_SAB,2021,99.0,SYC,1.625,on_track
Seychelles,SYC,MNCH_SAB,2022,99.8,SYC,1.716,on_track
Seychelles,SYC,MNCH_SAB,2022,99.8,SYC,1.686,on_track
Seychelles,SYC,MNCH_SAB,2022,99.8,SYC,1.651,on_track
Seychelles,SYC,MNCH_SAB,2022,99.8,SYC,1.625,on_track
Sierra Leone,SLE,MNCH_ANC4,2019,78.8,SLE,245.811,off_track
Sierra Leone,SLE,MNCH_ANC4,2019,78.8,SLE,247.757,off_track
Sierra Leone,SLE,MNCH_ANC4,2019,78.8,SLE,248.795,off_track
Sierra Leone,SLE,MNCH_ANC4,2019,78.8,SLE,250.337,off_track
Sierra Leone,SLE,MNCH_SAB,2019,86.9,SLE,245.811,off_track
Sierra Leone,SLE,MNCH_SAB,2019,86.9,SLE,247.757,off_track
Sierra Leone,SLE,MNCH_SAB,2019,86.9,SLE,248.795,off_track
Sierra Leone,SLE,MNCH_SAB,2019,86.9,SLE,250.337,off_track
Singapore,SGP,MNCH_SAB,2018,99.6,SGP,39.688,on_track
Singapore,SGP,MNCH_SAB,2018,99.6,SGP,40.185,on_track
Singapore,SGP,MNCH_SAB,2018,99.6,SGP,41.317,on_track
Singapore,SGP,MNCH_SAB,2018,99.6,SGP,42.161,on_track
Singapore,SGP,MNCH_SAB,2019,99.6,SGP,39.688,on_track
Singapore,SGP,MNCH_SAB,2019,99.6,SGP,40.185,on_track
Singapore,SGP,MNCH_SAB,2019,99.6,SGP,41.317,on_track
Singapore,SGP,MNCH_SAB,2019,99.6,SGP,42.161,on_track
Singapore,SGP,MNCH_SAB,2020,99.6,SGP,39.688,on_track
Singapore,SGP,MNCH_SAB,2020,99.6,SGP,40.185,on_track
Singapore,SGP,MNCH_SAB,2020,99.6,SGP,41.317,on_track
Singapore,SGP,MNCH_SAB,2020,99.6,SGP,42.161,on_track
Singapore,SGP,MNCH_SAB,2021,99.6,SGP,39.688,on_track
Singapore,SGP,MNCH_SAB,2021,99.6,SGP,40.185,on_track
Singapore,SGP,MNCH_SAB,2021,99.6,SGP,41.317,on_track
Singapore,SGP,MNCH_SAB,2021,99.6,SGP,42.161,on_track
Singapore,SGP,MNCH_SAB,2022,99.5,SGP,39.688,on_track
Singapore,SGP,MNCH_SAB,2022,99.5,SGP,40.185,on_track
Singapore,SGP,MNCH_SAB,2022,99.5,SGP,41.317,on_track
Singapore,SGP,MNCH_SAB,2022,99.5,SGP,42.161,on_track
Slovakia,SVK,MNCH_SAB,2018,98.0,SVK,57.334,on_track
Slovakia,SVK,MNCH_SAB,2018,98.0,SVK,56.774,on_track
Slovakia,SVK,MNCH_SAB,2018,98.0,SVK,55.496,on_track
Slovakia,SVK,MNCH_SAB,2018,98.0,SVK,54.129,on_track
Slovakia,SVK,MNCH_SAB,2019,98.3,SVK,57.334,on_track
Slovakia,SVK,MNCH_SAB,2019,98.3,SVK,56.774,on_track
Slovakia,SVK,MNCH_SAB,2019,98.3,SVK,55.496,on_track
Slovakia,SVK,MNCH_SAB,2019,98.3,SVK,54.129,on_track
Slovakia,SVK,MNCH_SAB,2020,98.2,SVK,57.334,on_track
Slovakia,SVK,MNCH_SAB,2020,98.2,SVK,56.774,on_track
Slovakia,SVK,MNCH_SAB,2020,98.2,SVK,55.496,on_track
Slovakia,SVK,MNCH_SAB,2020,98.2,SVK,54.129,on_track
Slovakia,SVK,MNCH_SAB,2021,98.0,SVK,57.334,on_track
Slovakia,SVK,MNCH_SAB,2021,98.0,SVK,56.774,on_track
Slovakia,SVK,MNCH_SAB,2021,98.0,SVK,55.496,on_track
Slovakia,SVK,MNCH_SAB,2021,98.0,SVK,54.129,on_track
Slovakia,SVK,MNCH_SAB,2022,98.1,SVK,57.334,on_track
Slovakia,SVK,MNCH_SAB,2022,98.1,SVK,56.774,on_track
Slovakia,SVK,MNCH_SAB,2022,98.1,SVK,55.496,on_track
Slovakia,SVK,MNCH_SAB,2022,98.1,SVK,54.129,on_track
Somalia,SOM,MNCH_ANC4,2019,24.4,SOM,653.281,off_track
Somalia,SOM,MNCH_ANC4,2019,24.4,SOM,671.702,off_track
Somalia,SOM,MNCH_ANC4,2019,24.4,SOM,688.43,off_track
Somalia,SOM,MNCH_ANC4,2019,24.4,SOM,704.059,off_track
Somalia,SOM,MNCH_SAB,2019,31.9,SOM,653.281,off_track
Somalia,SOM,MNCH_SAB,2019,31.9,SOM,671.702,off_track
Somalia,SOM,MNCH_SAB,2019,31.9,SOM,688.43,off_track
Somalia,SOM,MNCH_SAB,2019,31.9,SOM,704.059,off_track
South America,UNSDG_SOUTHAMR,MNCH_ANC4,2018,90.7,,6417.18,
South America,UNSDG_SOUTHAMR,MNCH_ANC4,2018,90.7,,6296.364,
South America,UNSDG_SOUTHAMR,MNCH_ANC4,2018,90.7,,6146.559,
South America,UNSDG_SOUTHAMR,MNCH_ANC4,2018,90.7,,6100.125,
South America,UNSDG_SOUTHAMR,MNCH_ANC4,2019,91.1,,6417.18,
South America,UNSDG_SOUTHAMR,MNCH_ANC4,2019,91.1,,6296.364,
South America,UNSDG_SOUTHAMR,MNCH_ANC4,2019,91.1,,6146.559,
South America,UNSDG_SOUTHAMR,MNCH_ANC4,2019,91.1,,6100.125,
South America,UNSDG_SOUTHAMR,MNCH_ANC4,2020,91.5,,6417.18,
South America,UNSDG_SOUTHAMR,MNCH_ANC4,2020,91.5,,6296.364,
South America,UNSDG_SOUTHAMR,MNCH_ANC4,2020,91.5,,6146.559,
South America,UNSDG_SOUTHAMR,MNCH_ANC4,2020,91.5,,6100.125,
South America,UNSDG_SOUTHAMR,MNCH_ANC4,2021,92.0,,6417.18,
South America,UNSDG_SOUTHAMR,MNCH_ANC4,2021,92.0,,6296.364,
South America,UNSDG_SOUTHAMR,MNCH_ANC4,2021,92.0,,6146.559,
South America,UNSDG_SOUTHAMR,MNCH_ANC4,2021,92.0,,6100.125,
South America,UNSDG_SOUTHAMR,MNCH_ANC4,2022,92.4,,6417.18,
South America,UNSDG_SOUTHAMR,MNCH_ANC4,2022,92.4,,6296.364,
South America,UNSDG_SOUTHAMR,MNCH_ANC4,2022,92.4,,6146.559,
South America,UNSDG_SOUTHAMR,MNCH_ANC4,2022,92.4,,6100.125,
South America,UNSDG_SOUTHAMR,MNCH_SAB,2018,97.5,,6417.18,
South America,UNSDG_SOUTHAMR,MNCH_SAB,2018,97.5,,6296.364,
South America,UNSDG_SOUTHAMR,MNCH_SAB,2018,97.5,,6146.559,
South America,UNSDG_SOUTHAMR,MNCH_SAB,2018,97.5,,6100.125,
South America,UNSDG_SOUTHAMR,MNCH_SAB,2019,97.5,,6417.18,
South America,UNSDG_SOUTHAMR,MNCH_SAB,2019,97.5,,6296.364,
South America,UNSDG_SOUTHAMR,MNCH_SAB,2019,97.5,,6146.559,
South America,UNSDG_SOUTHAMR,MNCH_SAB,2019,97.5,,6100.125,
South America,UNSDG_SOUTHAMR,MNCH_SAB,2020,97.6,,6417.18,
South America,UNSDG_SOUTHAMR,MNCH_SAB,2020,97.6,,6296.364,
South America,UNSDG_SOUTHAMR,MNCH_SAB,2020,97.6,,6146.559,
South America,UNSDG_SOUTHAMR,MNCH_SAB,2020,97.6,,6100.125,
South America,UNSDG_SOUTHAMR,MNCH_SAB,2021,97.6,,6417.18,
South America,UNSDG_SOUTHAMR,MNCH_SAB,2021,97.6,,6296.364,
South America,UNSDG_SOUTHAMR,MNCH_SAB,2021,97.6,,6146.559,
South America,UNSDG_SOUTHAMR,MNCH_SAB,2021,97.6,,6100.125,
South America,UNSDG_SOUTHAMR,MNCH_SAB,2022,97.6,,6417.18,
South America,UNSDG_SOUTHAMR,MNCH_SAB,2022,97.6,,6296.364,
South America,UNSDG_SOUTHAMR,MNCH_SAB,2022,97.6,,6146.559,
South America,UNSDG_SOUTHAMR,MNCH_SAB,2022,97.6,,6100.125,
South Sudan,SSD,MNCH_ANC4,2020,31.1,SSD,301.986,off_track
South Sudan,SSD,MNCH_ANC4,2020,31.1,SSD,288.513,off_track
South Sudan,SSD,MNCH_ANC4,2020,31.1,SSD,295.147,off_track
South Sudan,SSD,MNCH_ANC4,2020,31.1,SSD,297.836,off_track
South Sudan,SSD,MNCH_SAB,2020,39.7,SSD,301.986,off_track
South Sudan,SSD,MNCH_SAB,2020,39.7,SSD,288.513,off_track
South Sudan,SSD,MNCH_SAB,2020,39.7,SSD,295.147,off_track
South Sudan,SSD,MNCH_SAB,2020,39.7,SSD,297.836,off_track
Southern Africa,UNSDG_SOUTHERNAFR,MNCH_ANC4,2018,78.1,,1398.92,
Southern Africa,UNSDG_SOUTHERNAFR,MNCH_ANC4,2018,78.1,,1420.289,
Southern Africa,UNSDG_SOUTHERNAFR,MNCH_ANC4,2018,78.1,,1384.285,
Southern Africa,UNSDG_SOUTHERNAFR,MNCH_ANC4,2018,78.1,,1360.828,
Southern Africa,UNSDG_SOUTHERNAFR,MNCH_ANC4,2019,78.6,,1398.92,
Southern Africa,UNSDG_SOUTHERNAFR,MNCH_ANC4,2019,78.6,,1420.289,
Southern Africa,UNSDG_SOUTHERNAFR,MNCH_ANC4,2019,78.6,,1384.285,
Southern Africa,UNSDG_SOUTHERNAFR,MNCH_ANC4,2019,78.6,,1360.828,
Southern Africa,UNSDG_SOUTHERNAFR,MNCH_ANC4,2020,79.1,,1398.92,
Southern Africa,UNSDG_SOUTHERNAFR,MNCH_ANC4,2020,79.1,,1420.289,
Southern Africa,UNSDG_SOUTHERNAFR,MNCH_ANC4,2020,79.1,,1384.285,
Southern Africa,UNSDG_SOUTHERNAFR,MNCH_ANC4,2020,79.1,,1360.828,
Southern Africa,UNSDG_SOUTHERNAFR,MNCH_ANC4,2021,79.7,,1398.92,
Southern Africa,UNSDG_SOUTHERNAFR,MNCH_ANC4,2021,79.7,,1420.289,
Southern Africa,UNSDG_SOUTHERNAFR,MNCH_ANC4,2021,79.7,,1384.285,
Southern Africa,UNSDG_SOUTHERNAFR,MNCH_ANC4,2021,79.7,,1360.828,
Southern Africa,UNSDG_SOUTHERNAFR,MNCH_ANC4,2022,80.2,,1398.92,
Southern Africa,UNSDG_SOUTHERNAFR,MNCH_ANC4,2022,80.2,,1420.289,
Southern Africa,UNSDG_SOUTHERNAFR,MNCH_ANC4,2022,80.2,,1384.285,
Southern Africa,UNSDG_SOUTHERNAFR,MNCH_ANC4,2022,80.2,,1360.828,
Southern Africa,UNSDG_SOUTHERNAFR,MNCH_SAB,2018,96.4,,1398.92,
Southern Africa,UNSDG_SOUTHERNAFR,MNCH_SAB,2018,96.4,,1420.289,
Southern Africa,UNSDG_SOUTHERNAFR,MNCH_SAB,2018,96.4,,1384.285,
Southern Africa,UNSDG_SOUTHERNAFR,MNCH_SAB,2018,96.4,,1360.828,
Southern Africa,UNSDG_SOUTHERNAFR,MNCH_SAB,2019,96.7,,1398.92,
Southern Africa,UNSDG_SOUTHERNAFR,MNCH_SAB,2019,96.7,,1420.289,
Southern Africa,UNSDG_SOUTHERNAFR,MNCH_SAB,2019,96.7,,1384.285,
Southern Africa,UNSDG_SOUTHERNAFR,MNCH_SAB,2019,96.7,,1360.828,
Southern Africa,UNSDG_SOUTHERNAFR,MNCH_SAB,2020,96.9,,1398.92,
Southern Africa,UNSDG_SOUTHERNAFR,MNCH_SAB,2020,96.9,,1420.289,
Southern Africa,UNSDG_SOUTHERNAFR,MNCH_SAB,2020,96.9,,1384.285,
Southern Africa,UNSDG_SOUTHERNAFR,MNCH_SAB,2020,96.9,,1360.828,
Southern Africa,UNSDG_SOUTHERNAFR,MNCH_SAB,2021,97.1,,1398.92,
Southern Africa,UNSDG_SOUTHERNAFR,MNCH_SAB,2021,97.1,,1420.289,
Southern Africa,UNSDG_SOUTHERNAFR,MNCH_SAB,2021,97.1,,1384.285,
Southern Africa,UNSDG_SOUTHERNAFR,MNCH_SAB,2021,97.1,,1360.828,
Southern Africa,UNSDG_SOUTHERNAFR,MNCH_SAB,2022,97.3,,1398.92,
Southern Africa,UNSDG_SOUTHERNAFR,MNCH_SAB,2022,97.3,,1420.289,
Southern Africa,UNSDG_SOUTHERNAFR,MNCH_SAB,2022,97.3,,1384.285,
Southern Africa,UNSDG_SOUTHERNAFR,MNCH_SAB,2022,97.3,,1360.828,
Southern Asia,UNSDG_SOUTHASIA,MNCH_ANC4,2018,53.4,,36204.603,
Southern Asia,UNSDG_SOUTHASIA,MNCH_ANC4,2018,53.4,,35568.683,
Southern Asia,UNSDG_SOUTHASIA,MNCH_ANC4,2018,53.4,,35136.759,
Southern Asia,UNSDG_SOUTHASIA,MNCH_ANC4,2018,53.4,,35153.9,
Southern Asia,UNSDG_SOUTHASIA,MNCH_ANC4,2019,54.6,,36204.603,
Southern Asia,UNSDG_SOUTHASIA,MNCH_ANC4,2019,54.6,,35568.683,
Southern Asia,UNSDG_SOUTHASIA,MNCH_ANC4,2019,54.6,,35136.759,
Southern Asia,UNSDG_SOUTHASIA,MNCH_ANC4,2019,54.6,,35153.9,
Southern Asia,UNSDG_SOUTHASIA,MNCH_ANC4,2020,55.8,,36204.603,
Southern Asia,UNSDG_SOUTHASIA,MNCH_ANC4,2020,55.8,,35568.683,
Southern Asia,UNSDG_SOUTHASIA,MNCH_ANC4,2020,55.8,,35136.759,
Southern Asia,UNSDG_SOUTHASIA,MNCH_ANC4,2020,55.8,,35153.9,
Southern Asia,UNSDG_SOUTHASIA,MNCH_ANC4,2021,57.0,,36204.603,
Southern Asia,UNSDG_SOUTHASIA,MNCH_ANC4,2021,57.0,,35568.683,
Southern Asia,UNSDG_SOUTHASIA,MNCH_ANC4,2021,57.0,,35136.759,
Southern Asia,UNSDG_SOUTHASIA,MNCH_ANC4,2021,57.0,,35153.9,
Southern Asia,UNSDG_SOUTHASIA,MNCH_ANC4,2022,58.3,,36204.603,
Southern Asia,UNSDG_SOUTHASIA,MNCH_ANC4,2022,58.3,,35568.683,
Southern Asia,UNSDG_SOUTHASIA,MNCH_ANC4,2022,58.3,,35136.759,
Southern Asia,UNSDG_SOUTHASIA,MNCH_ANC4,2022,58.3,,35153.9,
Southern Asia,UNSDG_SOUTHASIA,MNCH_SAB,2018,79.8,,36204.603,
Southern Asia,UNSDG_SOUTHASIA,MNCH_SAB,2018,79.8,,35568.683,
Southern Asia,UNSDG_SOUTHASIA,MNCH_SAB,2018,79.8,,35136.759,
Southern Asia,UNSDG_SOUTHASIA,MNCH_SAB,2018,79.8,,35153.9,
Southern Asia,UNSDG_SOUTHASIA,MNCH_SAB,2019,81.2,,36204.603,
Southern Asia,UNSDG_SOUTHASIA,MNCH_SAB,2019,81.2,,35568.683,
Southern Asia,UNSDG_SOUTHASIA,MNCH_SAB,2019,81.2,,35136.759,
Southern Asia,UNSDG_SOUTHASIA,MNCH_SAB,2019,81.2,,35153.9,
Southern Asia,UNSDG_SOUTHASIA,MNCH_SAB,2020,82.5,,36204.603,
Southern Asia,UNSDG_SOUTHASIA,MNCH_SAB,2020,82.5,,35568.683,
Southern Asia,UNSDG_SOUTHASIA,MNCH_SAB,2020,82.5,,35136.759,
Southern Asia,UNSDG_SOUTHASIA,MNCH_SAB,2020,82.5,,35153.9,
Southern Asia,UNSDG_SOUTHASIA,MNCH_SAB,2021,83.8,,36204.603,
Southern Asia,UNSDG_SOUTHASIA,MNCH_SAB,2021,83.8,,35568.683,
Southern Asia,UNSDG_SOUTHASIA,MNCH_SAB,2021,83.8,,35136.759,
Southern Asia,UNSDG_SOUTHASIA,MNCH_SAB,2021,83.8,,35153.9,
Southern Asia,UNSDG_SOUTHASIA,MNCH_SAB,2022,85.0,,36204.603,
Southern Asia,UNSDG_SOUTHASIA,MNCH_SAB,2022,85.0,,35568.683,
Southern Asia,UNSDG_SOUTHASIA,MNCH_SAB,2022,85.0,,35136.759,
Southern Asia,UNSDG_SOUTHASIA,MNCH_SAB,2022,85.0,,35153.9,
Spain,ESP,MNCH_SAB,2018,99.9,ESP,366.934,on_track
Spain,ESP,MNCH_SAB,2018,99.9,ESP,353.896,on_track
Spain,ESP,MNCH_SAB,2018,99.9,ESP,351.25,on_track
Spain,ESP,MNCH_SAB,2018,99.9,ESP,356.895,on_track
Spain,ESP,MNCH_SAB,2019,99.9,ESP,366.934,on_track
Spain,ESP,MNCH_SAB,2019,99.9,ESP,353.896,on_track
Spain,ESP,MNCH_SAB,2019,99.9,ESP,351.25,on_track
Spain,ESP,MNCH_SAB,2019,99.9,ESP,356.895,on_track
Spain,ESP,MNCH_SAB,2020,99.9,ESP,366.934,on_track
Spain,ESP,MNCH_SAB,2020,99.9,ESP,353.896,on_track
Spain,ESP,MNCH_SAB,2020,99.9,ESP,351.25,on_track
Spain,ESP,MNCH_SAB,2020,99.9,ESP,356.895,on_track
Spain,ESP,MNCH_SAB,2021,99.9,ESP,366.934,on_track
Spain,ESP,MNCH_SAB,2021,99.9,ESP,353.896,on_track
Spain,ESP,MNCH_SAB,2021,99.9,ESP,351.25,on_track
Spain,ESP,MNCH_SAB,2021,99.9,ESP,356.895,on_track
Spain,ESP,MNCH_SAB,2022,99.9,ESP,366.934,on_track
Spain,ESP,MNCH_SAB,2022,99.9,ESP,353.896,on_track
Spain,ESP,MNCH_SAB,2022,99.9,ESP,351.25,on_track
Spain,ESP,MNCH_SAB,2022,99.9,ESP,356.895,on_track
